SampleID	k__Bacteria|Other|Other	k__Bacteria|p__Actinobacteria|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia	k__Bacteria|p__Actinobacteria|c__Thermoleophilia	k__Bacteria|p__Bacteroidetes|Other	k__Bacteria|p__Bacteroidetes|c__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Cytophagia	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Cyanobacteria|c__4C0d-2	k__Bacteria|p__Cyanobacteria|c__Chloroplast	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae	k__Bacteria|p__Firmicutes|Other	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Erysipelotrichi	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1	k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Spirochaetes|c__[Brachyspirae]	k__Bacteria|p__Synergistetes|c__Synergistia	k__Bacteria|p__TM7|c__TM7-3	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Tenericutes|c__RF3	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	k__Bacteria|p__WPS-2|c__	k__Bacteria|p__[Thermi]|c__Deinococci
B160SYZM.03	1.60395213807e-05	0.0	0.114249510795	4.8118564142e-05	0.0	0.0	0.0	0.38464376223	0.0	0.0	0.0	0.0	0.0	1.60395213807e-05	0.173740095596	0.221826580695	0.00173226830911	0.0	0.0	0.0	0.0	0.0	0.0	0.0279248067238	0.0757706990023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20790427614e-05
B160TC9F.03	6.80712024778e-05	0.0	0.00124797204543	0.021374357578	0.0	0.0	0.0	0.270231328636	0.0	0.0	0.0	0.0	0.0	0.000124797204543	0.00639869303291	0.573488535675	0.000102106803717	0.0	0.0	0.0	0.0	0.0	0.0	1.1345200413e-05	0.126941447421	0.0	1.1345200413e-05	0.0	0.0	0.0	0.0	0.0	0.0
C160S8VB.03	0.0	0.0	0.000662771431063	1.7441353449e-05	0.0	0.0	8.72067672451e-05	0.000183134211215	0.0	0.0	0.0	0.0	0.0	0.0	0.0897270428185	0.0165344030697	0.0	0.0	0.0	0.0	8.72067672451e-06	3.48827068981e-05	0.0	0.0	0.892709514258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48827068981e-05
B160S6ZS.03	0.0	0.0	0.0007352851068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087621475227	0.707062413451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28344015392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160TLVJ.03	0.0	0.0	0.00027604482968	0.00403025451333	0.0	0.0	0.0	0.193314194225	0.0	0.0	0.0	0.0	0.0	0.0	0.122108430409	0.521986970684	0.00489979572683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153384309612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160SZNN.03	3.36802398033e-05	0.0	3.36802398033e-05	0.0	0.0	0.0	0.0	0.133777912499	0.0	0.0	0.0	0.0	0.0	0.0	6.73604796066e-05	0.503266983261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362820383281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SBRK.03	0.0	0.0	0.00412489258092	0.0	0.0	0.0	0.0	0.000128902893154	0.0	0.0	0.0	0.0	0.0	0.0	0.271798911487	1.43225436838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723932970496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SD4Z.03	0.0	0.0	0.00474098195793	0.0	0.0	0.0	0.0	0.249679744274	0.0	0.0	0.0	0.0	0.0	0.0	0.161349024866	0.00258599015887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.581596370036	0.0	0.0	0.0	4.78887066458e-05	0.0	0.0	0.0	0.0
C160SR3K.03	0.0	0.0	1.70099848611e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0612189355151	0.165762302472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773001752028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SKT2.03	0.0	0.0	3.88108359854e-05	0.0	0.0	0.0	0.0	0.000407513777847	0.0	0.0	0.0	0.0	0.0	0.0	0.0454086781029	0.0667934487309	0.0	0.0	0.0	0.0	0.0	5.82162539781e-05	0.0	0.0	0.887293332298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SNZQ.03	0.0	0.0	0.00110813091056	0.0	0.0	0.0	0.0	0.0233337111052	0.0	0.0	0.0	0.0	0.0	0.0	0.0397164192261	0.254656038684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.681185700074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160SWYT.03	0.0	0.0	0.117920323642	0.0286272627537	0.0	0.0	0.0	0.412969692814	0.0	0.0	0.0	0.0	0.0	0.0	0.00238274821722	0.299163466813	0.0	0.0164392484915	0.0	0.0	0.0	0.0	1.71420735052e-05	0.0736594898519	0.00647970378497	0.0	0.0423409215579	0.0	0.0	0.0	0.0	0.0	0.0
E160SPSD.03	0.0	0.0	0.000182571448634	0.0	0.0	0.0	0.0	0.000280879151745	0.0	0.0	0.0	0.0	0.0	0.0	0.210743627554	0.16210940243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40439575872e-05	0.626669475458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RJN6.03	0.0	0.0	3.8032936523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665956718518	0.243981287795	0.0	0.0	0.0	0.0	0.0	0.00163541627049	0.0	0.0	0.687749591146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160Q98J.03	0.0	0.0	0.0533089196966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132879937222	0.439811666231	0.0	0.0	0.0	0.0	0.0	5.23149359142e-05	0.0	0.0	0.373947161915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QC2J.03	0.00139901771097	0.0	0.000714392022622	0.0	0.0	0.0	0.0	2.97663342759e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0580443518381	0.274237237684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66557523441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QP5B.03	8.18799639728e-05	0.0	0.472733971997	0.00192417915336	0.0	0.0	0.0	0.208793908131	0.0	0.0	0.0	0.0	0.0	0.0	0.0152706132809	0.108941292066	0.0	0.0	0.0	0.0	0.000204699909932	8.18799639728e-05	0.0	0.0	0.191967575534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QF1K.03	6.39672487686e-05	0.0	0.632252286829	0.0134970894902	0.0	0.0	0.0	0.0231561440542	0.0	0.0	0.0	0.0	0.0	0.000639672487686	0.0531567837267	0.216145333589	0.00172711571675	0.0	0.0	0.0	0.0	0.0	0.0	0.000191901746306	0.025714834005	0.0	0.0	0.0	0.0	0.0	0.033454871106	0.0	0.0
C160QXGL.03	0.0	0.0	0.0112756521085	0.0127039013756	0.0	0.0	0.0	0.174058483049	0.0	0.0	0.0	0.0	0.0	0.0	0.0651356836804	0.640870480343	0.0187175825002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0772382169435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160RHNT.03	0.0	0.0	0.365322881672	0.000634565136245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0577454273983	0.390966778649	3.73273609556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185293019784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QD95.03	0.0	0.0	0.0501217792591	0.0396744007179	0.0	0.0	0.0	0.112677861813	0.0	0.0	0.0	0.0	0.0	0.0	0.129662863735	0.605050634534	0.00211511344699	0.0	0.0	0.0	0.0	0.0	0.000384566081272	6.40943468786e-05	0.0601204973721	0.0	0.0	0.0	0.0	0.0	0.000128188693757	0.0	0.0
J160QPRY.03	0.000644620640753	0.0	0.000451234448527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269451427835	0.600206278605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129246438471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160T3MZ.03	0.0	0.0	0.120448059968	0.00178883257379	0.0	0.0	0.0	0.0642276076494	0.0	0.0	0.0	0.0	0.0	0.0	0.00183142382555	0.770816474296	0.00689978278462	0.0	0.0	0.0	0.0	0.0	0.0	4.25912517569e-05	0.029430554964	0.0	0.0	0.0	0.0	0.0	0.00451467268623	0.0	0.0
H160QFSD.03	6.77369098422e-05	0.0	0.440018966335	0.00155794892637	0.0	0.0	0.0	0.275960170697	0.0	0.0	0.0	0.0	0.0	0.0	0.00616405879564	0.138657454447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137573663889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R4SS.03	0.0	0.0	0.0516091353395	0.00467217901823	0.0	0.0	0.0	0.020809639443	0.0	0.0	0.0	0.0	0.0	0.0	0.0513324931608	0.687148433898	0.013739894876	0.0108812590293	0.0	0.0	0.0	0.0210555436019	0.0	9.22140595703e-05	0.138659207574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PSDM.03	0.0	0.0	0.00366368316097	0.00649260307007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133562120299	0.801604600473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278254417289	0.172100357093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160QN8W.03	0.0	0.0	0.233569087459	0.03889943074	0.0	0.0	0.0	0.12394341901	0.0	0.0	0.0	0.0	0.0	0.0	0.00560634811109	0.583318958082	0.000690012075211	0.0	0.0	0.0	0.0	0.0	0.000345006037606	0.0	0.013541486976	0.0	0.0	8.62515094014e-05	0.0	0.0	0.0	0.0	0.0
F160Q14M.03	3.39397230519e-05	0.0	0.0577993483573	0.062856367092	0.0	0.0	0.0	0.343266358947	0.0	0.0	0.0	0.0	0.0	0.0	0.0151031767581	0.48554167798	0.00349579147434	0.0	0.0	0.0	0.0	0.0	0.0	0.00431034482759	0.0275929948412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160QS7N.03	0.0	0.0	0.217536038044	0.00231832367365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609303016793	0.196998068064	0.303462624461	0.0	0.0	0.0	0.0	0.000208054688661	0.0	0.0	0.273383860901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160RK6G.03	0.0	0.0	0.369386111627	0.0147432323608	0.0	0.0	0.0	0.0290528402404	0.0	0.0	0.0	0.0	0.0	0.0	0.00718577711702	0.546800470792	0.0	0.0	0.0	0.0	0.0	6.1946354457e-05	0.0	0.0	0.0327696215078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160Q2L4.03	0.0	0.0	0.303871315843	0.0527078977541	0.0	0.0	0.0	0.132427328522	0.0	0.0	0.0	0.0	0.0	0.0	0.12210831591	0.192115734808	6.74445268766e-05	0.0	0.0	0.0	0.0	0.0	0.000236055844068	0.0	0.193565792136	0.0	0.0	0.0	0.0	0.0	0.0029001146557	0.0	0.0
H160R1TV.03	0.0	0.0	0.237739027048	0.00510254631923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123848211632	0.0313088279005	0.691717031606	0.011839889032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0210541959774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QCWC.03	5.17544767622e-05	0.0	0.205931063037	0.0128868647138	0.0	0.0	0.0	0.137666908188	0.0	0.0	0.0	0.0	0.0	0.0	0.0133009005279	0.587206293344	0.00843597971225	0.0	0.0	0.0	5.17544767622e-05	0.00408860366422	0.00217368802401	0.0135079184349	0.0146982714005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QSXV.03	0.0	0.0	0.294267187385	0.0134477930882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041264460983	0.0790288114362	0.576523469162	0.00574754992263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268587429077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QYW9.03	0.000891629825018	0.0	0.0507857487833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0440242226102	0.828175502471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0761228963109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160RM7W.03	0.0	0.0	0.0308493328994	0.0109339407745	0.0	0.0	0.0	0.178913114221	0.0	0.0	0.0	0.0	0.0	0.0	0.0438008460788	0.577416205662	6.50829808005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000455580865604	0.157565896518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160PTN2.03	0.0	0.0	0.0582481751825	0.00948905109489	0.0	0.0	0.0	0.145401459854	0.0	0.0	0.0	0.0	0.0	0.0	0.0505109489051	0.641605839416	0.00160583941606	0.0	0.0	0.0	0.0	0.0	0.0	0.00029197080292	0.0928467153285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QSYR.03	0.0	0.0	0.126477805041	0.0169529333036	0.0	0.0	0.0	0.000167298683917	0.0	0.0	0.0	0.0	0.0	0.000334597367834	0.251226857015	0.598985054651	0.00117109078742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468436314968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R7YN.03	0.000222915737851	0.0	0.018780650914	5.57289344628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123718234507	0.929112795363	0.00256353098529	0.0	0.0	0.0	0.0	0.0	0.0	2.78644672314e-05	0.0368368256799	0.0	0.0	2.78644672314e-05	0.0	0.0	0.0	0.0	0.0
B160SNDZ.03	0.0	0.0	0.0329298831386	0.0	0.0	0.0	0.0	0.00162771285476	0.0	0.0	0.0	0.0	0.0	0.0	0.0097245409015	0.506176961603	0.00459098497496	0.00125208681135	0.0	0.0	0.0	0.0	0.0	0.0	0.443697829716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160Q677.03	0.00042118563757	0.0	0.00252711382542	0.0138464778351	0.0	0.0	0.0	0.0519111298305	0.0	0.0	0.0	0.0	0.0	0.0	0.043855954512	0.819100768664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0305886069285	0.0377487627672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160R2DH.03	4.25876240365e-05	0.0	0.257058898684	0.00715472083812	0.0	0.0	0.0	0.000170350496146	0.0	0.0	0.0	0.0	0.0	0.0	0.0381159235126	0.552787359993	0.0129892253311	0.0	0.0	0.0	0.0	0.000127762872109	0.0	0.0	0.131553170649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RJ3Y.03	0.0	0.0	0.0953001980389	0.000434719605854	0.0	0.0	0.0	0.0921605564411	0.0	0.0	0.0	0.0	0.0	0.0	0.16471042844	0.479061005651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168333091822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QHK9.03	0.00034920265394	0.0	0.0108834827145	0.019613549063	0.0	0.0	0.0	0.0588406471889	0.0	0.0	0.0	0.0	0.0	0.0	0.0392270981259	0.791002211617	0.0122220928879	0.0	0.0	0.0	0.0	0.0	0.0	0.0249679897567	0.0428937259923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160Q1BN.03	0.000115540150202	0.0	0.00265742345465	0.00456383593299	0.0	0.0	0.0	0.0129404968226	0.0	0.0	0.0	0.0	0.0	0.0	0.050259965338	0.877296360485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0205083766609	0.0316580011554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160R1XW.03	6.50872168706e-05	0.0	0.0140588388441	0.016597240302	0.0	0.0	0.0	0.090015620932	0.0	0.0	0.0	0.0	0.0	0.0	0.00813590210883	0.843855766727	0.00859151262692	0.000650872168706	0.0	0.0	0.0	0.0	0.0	0.0048815412653	0.0131476178079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160Q684.03	0.0	0.0	0.20949319472	0.0750290677792	0.0	0.0	0.0	0.13562683811	0.0	0.0	0.0	0.0	0.0	0.0	0.102865741057	0.379112235825	0.000615552971753	0.0	0.0	0.0	0.0	0.0	0.000341973873196	0.0	0.0968470008891	0.0	0.0	0.0	0.0	0.0	6.83947746392e-05	0.0	0.0
H160QWZX.03	0.0	0.0	0.102354433949	0.00347760703041	0.0	0.0	0.0	0.0892429155505	0.0	0.0	0.0	0.0	0.0	0.0	0.0029606654448	0.723295267635	0.0018327928944	9.39893792002e-05	0.0	0.0	0.0	0.0	0.0	0.000939893792002	0.0758024343249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160S95Z.03	0.000219408224674	0.0	0.111114593781	0.0	0.0	0.000188064192578	0.0	0.164054663992	0.0	0.0	0.0	0.0	0.0	0.0	0.00401203610832	0.692953861585	0.00557923771314	0.0	0.0	0.0	0.0	0.000626880641926	0.0	0.0	0.0199034603811	0.0	0.0	0.0	0.0	0.0	0.00134779338014	0.0	0.0
J160SGDS.03	0.0	0.0	0.100352740676	0.00241766081408	0.0	0.000356704054536	0.0	0.226031469224	0.0	0.0	0.0	0.0	0.0	0.0	0.00305180135548	0.605921287305	0.0039237445999	0.0	0.0	0.0	0.0	3.96337838373e-05	0.0	7.92675676747e-05	0.0345606595062	0.0	0.0	0.0	0.0	0.0	0.0232650311125	0.0	0.0
C160QYTH.03	0.0	0.0	0.17627212645	0.0172852058973	0.0	0.0	0.0	0.129361741461	0.0	0.0	0.0	0.0	0.0	0.0	0.00342006747701	0.620372510052	0.00415954152609	0.0	0.0	0.0	4.62171280677e-05	0.00295789619633	0.00332763322087	0.00402089014189	0.0349863659472	0.0	0.0	0.0	0.0	0.0	0.00378980450155	0.0	0.0
D160QSJ7.03	0.0	0.0	0.00228595812125	0.0833003139382	0.0	0.0	0.0	0.539455637173	0.0	0.0	0.0	0.0	0.0	0.0	0.0224938279131	0.315523179615	0.00243835532933	0.000121917766467	0.0	0.0	0.0	0.0139595842604	0.0	0.00313938248651	0.0172818433966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R1S7.03	0.0	0.0	0.108148574719	0.0098473941837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000230348401958	0.0535560034552	0.733141376332	0.00806219406853	0.0	0.0	0.0	0.0	5.75871004895e-05	0.0	5.75871004895e-05	0.0868989346386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160PRF6.03	0.0	0.0	0.292846562691	0.000261392349917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275943190729	0.285309749935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145595538904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35653916529e-05
D160R677.03	0.0	0.0	0.0607209028129	0.0100218965808	0.0	0.0	0.0	0.126200101061	0.0	0.0	0.0	0.0	0.0	0.0	0.00029476166414	0.776486440963	0.00307394306889	0.0	0.0	0.0	0.0	0.00130537308405	0.00252652854977	0.0125484251305	0.0066953006569	0.0	0.0	0.0	0.0	0.0	0.000126326427489	0.0	0.0
J160S6KK.03	0.0	0.0	0.404421616793	0.0214381420277	0.0	0.0	0.0	0.0483102575555	0.0	0.0	0.0	0.0	0.0	0.0	0.0761872859908	0.391432186988	0.0113145749591	3.72189965759e-05	0.0	0.0	0.0	0.000483846955486	0.0	0.0	0.0403453922882	0.0	0.0	0.0	0.0	0.0	0.00602947744529	0.0	0.0
A160SHWX.03	0.0	0.0	0.170539163541	0.000111975813224	0.0	0.0	0.0	0.0761995408992	0.0	0.000391915346285	0.0	0.0	0.0	0.0	0.0325849616483	0.626280723364	0.00929399249762	5.59879066122e-05	0.0	0.0	0.0	0.0151167347853	0.0	0.000895806505795	0.056155870332	0.0	0.0	0.0	0.0	0.0	0.0123733273613	0.0	0.0
A160RJ4V.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08207551964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0195659907506	0.194389388626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.785993799868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R2B2.03	0.0	0.0	0.000163105529277	0.0	0.0	0.0	0.0	6.5242211711e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.211710977002	0.281259174686	0.0	3.26211058555e-05	0.0	0.0	0.0	6.5242211711e-05	0.0	0.0	0.506703637253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160Q0BT.03	0.0	0.0	0.188894588356	0.00179533213645	0.0	0.0	0.0	0.0794220740361	0.0	0.0	0.0	0.0	0.0	0.0	0.0376164828589	0.685645892109	0.00538599640934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123963409421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160R3X6.03	0.0	0.0	0.00362707373999	0.0	0.0	0.0	0.0	9.46193149562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.330126789882	0.48167539267	0.0	0.00100927269287	0.0	0.0	0.0	3.15397716521e-05	0.0	0.0	0.183435311928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160P4Q0.03	0.0	0.0	0.00473771612777	0.0	0.0	0.0	0.0	0.000146527302921	0.0	0.0	0.0	0.0	0.0	0.0	0.290124059783	0.522125622741	0.0	0.0118687115366	0.0	0.0	0.0	4.88424343069e-05	0.0	0.0	0.17089967764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88424343069e-05
H160RLKZ.03	6.18314474742e-05	0.0	0.351202621653	0.0579978977308	0.0	0.0	0.0	0.117108761516	0.0	0.0	0.0	0.0	0.0	0.0	0.00179311197675	0.45582143078	0.00185494342423	0.0	0.0	0.0	0.0	0.0	0.000185494342423	6.18314474742e-05	0.0136647498918	0.0	0.0	0.000247325789897	0.0	0.0	0.0	0.0	0.0
E160P61B.03	0.0	0.0	0.418646834754	0.0	0.0	0.0	0.0	6.04631477115e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.249894189492	0.29959489691	6.04631477115e-05	0.0	0.0	0.0	0.0	0.000120926295423	0.0	0.00120926295423	0.0302920370034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000120926295423
E160R7M5.03	3.45303867403e-05	0.0	0.00252071823204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258943370166	0.536222375691	0.0	6.90607734807e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.202209944751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160R80G.03	0.0	0.0	0.222560643968	0.00108778418362	0.0	0.0	0.0	0.355451611734	0.0	0.0	0.0	0.0	0.0	0.0	0.0695094093332	0.339171108452	0.000652670510171	0.0	0.0	0.0	0.0	7.25189455745e-05	0.0	0.0	0.0114942528736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160R5RN.03	0.0	0.0	0.00669569951007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081654872074	0.816984213391	0.0	0.00179640718563	0.0	0.0	0.0	0.0	0.0	0.0	0.0928688078389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160QTS7.03	6.68047297749e-05	0.0	0.0269223060993	0.00387467432694	0.0	0.0	0.0	0.00233816554212	0.0	0.0	0.0	0.0	0.0	0.0	0.0629968601777	0.813948827577	0.0161667446055	0.0	0.0	0.0	0.0	0.0	0.0	0.00734852027524	0.0663370966664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160Q0MY.03	0.0	0.0	0.0872227240791	0.0	0.0	0.0	0.0	0.0161597912275	0.0	0.00813008130081	0.0	0.000401485496336	0.0	0.0	0.151761517615	0.0402489210077	0.0	0.0	0.0	0.0	0.108501455385	0.377998594801	0.0	0.0	0.20275017565	0.0	0.0	0.0	0.0	0.0	0.0	0.00451671183379	0.00230854160393
D160QHRW.03	0.0	0.0	0.301067392214	0.00120343239849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0233361239012	0.602396400167	0.00863331938049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063363331938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160R737.03	0.0	0.0	0.208619472434	0.00121943392594	0.0	0.0	0.0	0.277324947051	0.0	0.0	0.0	0.0	0.0	0.0	0.200725242282	0.297349335729	6.4180732944e-05	0.00032090366472	0.0	0.0	3.2090366472e-05	0.0	0.0	0.0	0.014344393813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160RMG0.03	4.76848981927e-05	0.0	0.195841876878	0.00629440656144	0.0	0.0	0.0	0.271279385819	0.0	0.0	0.0	0.0	0.0	0.0	0.011635115159	0.420342377569	0.000190739592771	0.0	0.0	0.0	4.76848981927e-05	0.000190739592771	0.0	4.76848981927e-05	0.0939392494397	0.0	0.0	0.0	0.0	0.0	0.000143054694578	0.0	0.0
B160QFTT.03	0.00010298661174	0.0	0.0279608650875	0.00375901132853	0.0	0.0	0.0	0.181977342945	0.0	0.0	0.0	0.0	0.0	0.0	0.0130278063852	0.726776519053	0.00720906282183	0.0	0.0	0.0	0.0	0.0	0.0043254376931	0.00921730175077	0.0107621009269	0.0	0.0	0.0	0.0	0.0	0.0148815653965	0.0	0.0
D160R96T.03	0.000458832526128	0.0	0.37552893194	0.00469028804486	0.0	0.0	0.0	0.352434361458	0.0	0.0	0.0	0.0	0.0	0.0	0.0611266887586	0.194697935254	0.00876879938822	0.0	0.0	0.0	0.0	0.0	0.0	0.000152944175376	0.00214121845526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QV1Z.03	0.0	0.0	0.677662664181	0.00234080367593	0.0	0.0	0.0	0.000130044648663	0.0	0.0	0.0	0.0	0.0	0.0	0.00455156270319	0.268195413759	0.000173392864884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0469461181672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
