# Constructed from biom file
OTU_ID	NAS_CST_1	NAS_CST_2	NAS_CST_3	NAS_CST_4	NAS_CST_5	NAS_CST_6	NAS_CST_7	REC_CST_1	REC_CST_2	REC_CST_3	REC_CST_4	REC_CST_5	REC_CST_6	THR_CST_1	THR_CST_2	THR_CST_3	THR_CST_4	THR_CST_5	THR_CST_6
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874;g__	0.0	0.0	2.21242043084e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__	0.0	1.40489690866e-06	3.90828454963e-05	2.48921766085e-06	1.92474789812e-05	2.9819992801e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	8.71605912103e-08	7.72693299766e-06	0.0	9.66402150684e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia	0.0	0.0	0.0	0.0	5.97838362296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	0.0	0.0	4.87317275514e-07	0.0	0.0	7.91681224805e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48366863688e-07	0.0	2.41415156333e-07	2.31668975151e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	0.00164027516599	1.28196842916e-05	0.000109938777356	5.88626764508e-05	8.63220269462e-05	4.09035299482e-05	1.02001785031e-06	0.00682642500069	1.7970073889e-05	0.00663189199419	0.00327315317173	0.00724148902937	0.00101818514579	3.76386873673e-05	2.19686679928e-06	8.50864872235e-06	1.41203277853e-05	0.000128309591683	2.13207959764e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	0.0	1.14147873829e-06	3.36248920105e-05	8.0533512557e-06	4.37442704119e-06	3.16672489922e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06358109029e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;Other	0.0	0.0	0.0	9.0783232337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20707578167e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	0.0	0.0	8.77171095926e-07	0.0	7.14489750061e-06	0.0	5.10008925156e-07	0.00042166170194	0.0	1.24183431844e-07	5.85904085158e-07	9.72903080023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00120929579736	3.12523024157e-07	0.000402602686038	0.000414527140249	0.00084929851998	2.31668975151e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	3.81763389501e-05	0.000221446875228	0.00174888423837	0.00260987150512	0.00673195158792	0.00268221598964	0.00017901313273	0.0100891285205	0.00123454407618	0.00140376951356	0.00234903595342	0.0062096806512	0.00162168282606	0.00242646914566	0.00712385319892	0.00848142104644	0.0027191716935	0.0258148397426	0.00404712442598
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium	0.0	0.0	6.8224418572e-07	0.0	2.77047045942e-06	0.0	0.0	1.97130295437e-07	0.0	7.56277099929e-05	9.38911296465e-05	0.000676324560467	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	0.0	8.78060567916e-08	0.0	7.90692668742e-06	0.0	0.0	0.0	0.000140652465794	1.56261512079e-07	8.44447336539e-06	0.000345976362286	0.00193699450684	4.05420706515e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella	2.61481773631e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.9381139007e-05	1.53917589397e-05	4.34642011454e-06	3.95485257481e-05	2.61935444622e-05	1.73751731364e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	0.0	9.65866624707e-07	3.89853820411e-07	1.8449495604e-05	4.81186974531e-06	5.27787483203e-07	0.0	0.00326063365168	0.000112586419453	0.00503948784766	0.0016422891507	0.00467959139036	0.000241804492814	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae;g__Georgenia	0.0	3.51224227166e-07	0.0	0.0	2.62465622471e-06	5.27787483203e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	1.47301399145e-05	1.98441688349e-05	5.34099733964e-05	0.000206019367578	0.000167540555678	2.29587555193e-05	8.1601428025e-06	0.0	1.95326890098e-06	4.96733727376e-07	1.61123623418e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;Other	0.0	0.0	0.0	1.03961443483e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	0.0	0.0	7.79707640823e-07	0.0	6.70745479649e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas	0.0	6.40984214578e-06	0.0	0.0	2.17263209713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	0.0	3.51224227166e-07	5.16556312045e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Oerskovia	0.0	0.0	0.0	2.03530149917e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53062166953e-06	0.0	9.41812092408e-05	6.97026022305e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.331326954631	0.292448082035	0.566714709652	0.0895348164678	0.0488309999896	0.0597312928366	0.0247502231289	0.0215936525622	0.015553411474	0.012794370616	0.0413110717123	0.0221493577633	0.0199258485528	0.000340134313603	0.000371124031292	0.00368956280223	0.00425707710829	0.000459420532882	0.0233293242948
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;Other	0.0	8.78060567916e-07	3.80107474901e-06	0.0	1.74977081648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__	0.0	1.84392719262e-06	1.78358122838e-05	1.46424568285e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	9.50050444192e-06	4.74152706674e-06	6.51055880087e-05	0.000192841156432	0.000182267793383	9.92240468422e-05	1.02001785031e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.06625176678e-07	4.83310695841e-06	1.70172974447e-06	4.03437936722e-07	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter	0.00273100280439	3.63517075117e-05	1.15981511572e-05	6.88195470942e-05	1.22483957153e-05	0.0	0.0	0.000501203776149	0.000224782185125	0.000325733141727	7.76322912834e-06	1.0863682035e-06	6.6604830356e-06	3.39068061836e-05	7.32288933093e-07	0.0	0.0	1.08291982751e-05	4.6468401487e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	4.53235074294e-06	6.93667848653e-06	1.76408853736e-05	8.2583456513e-05	7.4511073935e-05	0.000118224396238	9.69016957797e-05	0.0	5.46915292275e-07	0.0	0.0	0.0	0.0	0.0	2.92915573237e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__	0.0	6.14642397541e-07	0.0	2.78206679742e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;Other	2.61481773631e-07	7.02448454332e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	4.35802956051e-07	2.63418170375e-06	4.03498704126e-05	4.97843532171e-06	2.61007480124e-05	2.40143304857e-05	7.14012495219e-06	0.0	7.03176804354e-07	0.0	1.46476021289e-07	2.41415156333e-07	0.0	0.0	0.0	4.25432436118e-07	0.0	6.56315046974e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;Other	0.0	0.0	0.0	0.0	7.14489750061e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__	0.0	0.0	4.38585547963e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;Other	1.74321182421e-07	1.75612113583e-06	2.92390365309e-06	3.47026226837e-05	1.31232811236e-06	1.02918559225e-05	0.0	3.154084727e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	2.02212571608e-05	2.80979381733e-06	2.06622524818e-05	6.29625643627e-06	5.24931244943e-06	1.55697307545e-05	0.0	5.51964827224e-06	4.68784536236e-07	2.48366863688e-07	3.17852966198e-05	2.41415156333e-06	2.95377943318e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	8.62889852982e-06	1.77368234719e-05	8.77171095926e-07	0.0	0.0	9.76406843926e-06	7.59913298483e-05	9.85651477186e-06	0.0	2.59543372554e-05	0.000260580841874	1.32778335983e-05	7.58715893621e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	5.22963547262e-07	1.75612113583e-07	1.05260531511e-05	0.0	2.59549337777e-05	8.97238721445e-06	1.12201963534e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.26500706712e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	1.49916216882e-05	1.37855509163e-05	1.46195182654e-05	3.52883209568e-05	1.80809651036e-05	1.29307933385e-05	9.18016065281e-06	9.85651477186e-08	0.0	3.97386981901e-06	1.46476021289e-07	0.0	1.36105522901e-05	0.0	0.0	1.27629730835e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;Other	0.0	1.8966108267e-05	3.02136710819e-06	5.71055816313e-06	2.50800483695e-05	3.69451238242e-06	4.08007140125e-06	2.26699839753e-06	7.81307560393e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55346599606e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	0.0	4.1268846692e-06	2.97263538064e-05	2.48921766085e-06	3.93698433707e-06	1.31946870801e-06	0.0	0.0	0.0	3.72550295532e-07	1.46476021289e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	0.000111914199114	3.77566044204e-06	0.000171730607891	5.32985428559e-05	0.000187954548537	0.000185517300346	2.80504908836e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.06625176678e-07	0.0	4.25432436118e-07	1.12962622282e-05	2.6252601879e-06	1.39405204461e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	0.0	2.98540593091e-06	2.33912292247e-06	6.58910557285e-06	0.0	9.50017469766e-06	0.0	2.6612589884e-06	7.34429106769e-06	2.48366863688e-07	0.0	2.41415156333e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Kytococcus	6.97284729682e-07	2.19515141979e-06	4.89266544616e-05	6.29625643627e-06	2.1872135206e-06	2.11114993281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.56024491581e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus	0.0	2.63418170375e-06	2.14419601226e-06	3.89489351639e-05	1.07902533683e-05	1.10835371473e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Serinicoccus	2.5276571451e-06	0.0	0.0	0.0	9.91536796003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus	0.0	1.75612113583e-07	9.74634551029e-07	2.92849136571e-06	4.11196141872e-05	0.0	0.0	0.0	8.43812165224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Jonesiaceae;g__	0.0	0.0	0.0	0.0	1.60395658177e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__	6.10124138472e-07	2.72198776054e-06	4.77570930004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220074364663	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus	0.0	0.0	1.36448837144e-06	5.71055816313e-05	3.79117010237e-06	0.0	3.87606783119e-05	7.89506833226e-05	0.0	0.000360007768915	0.000437084447528	4.93693994701e-05	0.00166627910378	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia	0.0	1.31709085187e-06	0.0	0.0	3.64535586766e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09337415264e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	8.62889852982e-06	7.2879027137e-06	4.88291910065e-05	7.90692668742e-05	9.76955372533e-06	0.0	0.0	1.87273780665e-06	2.34392268118e-06	0.0	0.0	1.20707578167e-07	0.0	0.0	1.75749343942e-06	5.99859734926e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	0.0	2.89759987412e-06	7.79707640823e-07	9.66402150684e-06	1.12276960724e-05	3.16672489922e-06	0.0	0.0	3.90653780196e-07	1.24183431844e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00677891975e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus	9.58766503313e-06	1.0536726815e-06	2.14419601226e-06	5.98876484288e-05	3.25165743395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	0.0	1.49270296546e-06	4.87317275514e-07	0.0	0.0	3.69451238242e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium	2.96346010115e-06	4.04785921809e-05	1.64713239124e-05	2.1524411538e-05	1.61853800524e-05	4.22229986563e-06	0.000162692847125	4.33686649962e-06	4.29719158216e-06	1.24183431844e-06	4.39428063868e-07	2.5348591415e-06	2.60627597045e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium	0.0	7.90254511124e-07	6.8224418572e-07	0.0	5.83256938826e-07	0.0	0.0	0.0	1.87513814494e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	6.10124138472e-07	0.00325382904652	0.000330596039709	0.00168183259133	0.000172789868127	0.00406739423931	2.04003570062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	1.99597753872e-05	5.91812822775e-05	9.51243321804e-05	0.000121678816245	0.000110964632612	0.000290810903245	2.19303837817e-05	9.85651477186e-07	1.40635360871e-06	0.0	1.17180817032e-06	1.05015593005e-05	2.89586218939e-07	0.0	1.46457786619e-07	1.97826082795e-05	0.0	0.0	6.56024491581e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Mycetocola	0.0	0.0	4.38585547963e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter	0.0	6.58545425937e-06	6.627514947e-06	2.70885451328e-05	5.83256938826e-07	1.31946870801e-05	0.0	1.18278177262e-06	0.0	6.2091715922e-07	7.32380106447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter	0.0	8.78060567916e-07	6.8224418572e-07	3.36776507057e-06	0.0	3.08755677674e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	0.0	3.51224227166e-07	7.21229567761e-06	4.97843532171e-06	6.8532690312e-06	1.71530932041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia	0.0	0.0	0.0	0.0	7.29071173532e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;Other	8.71605912103e-07	1.49270296546e-06	4.15194318738e-05	1.1274691758e-05	3.06209892883e-06	1.05557496641e-06	0.0	1.77417265893e-06	7.81307560393e-08	0.0	0.0	0.0	8.68758656818e-07	0.0	0.0	0.0	0.0	0.0	0.0
