SampleID	k__Bacteria|Other|Other	k__Bacteria|p__Acidobacteria|c__Acidobacteria-6	k__Bacteria|p__Acidobacteria|c__Acidobacteriia	k__Bacteria|p__Acidobacteria|c__Solibacteres	k__Bacteria|p__Acidobacteria|c__Sva0725	k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia	k__Bacteria|p__Actinobacteria|c__MB-A2-108	k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	k__Bacteria|p__Actinobacteria|c__OPB41	k__Bacteria|p__Actinobacteria|c__Thermoleophilia	k__Bacteria|p__Armatimonadetes|c__	k__Bacteria|p__Bacteroidetes|Other	k__Bacteria|p__Bacteroidetes|c__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Cytophagia	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22	k__Bacteria|p__Bacteroidetes|c__[Rhodothermi]	k__Bacteria|p__Bacteroidetes|c__[Saprospirae]	k__Bacteria|p__Chlorobi|c__OPB56	k__Bacteria|p__Chloroflexi|c__Anaerolineae	k__Bacteria|p__Chloroflexi|c__C0119	k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	k__Bacteria|p__Chloroflexi|c__S085	k__Bacteria|p__Chloroflexi|c__TK10	k__Bacteria|p__Chloroflexi|c__Thermomicrobia	k__Bacteria|p__Cyanobacteria|Other	k__Bacteria|p__Cyanobacteria|c__	k__Bacteria|p__Cyanobacteria|c__4C0d-2	k__Bacteria|p__Cyanobacteria|c__Chloroplast	k__Bacteria|p__Cyanobacteria|c__ML635J-21	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae	k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae	k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae	k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	k__Bacteria|p__FBP|c__	k__Bacteria|p__Firmicutes|Other	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Erysipelotrichi	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1	k__Bacteria|p__Gemmatimonadetes|c__Gemm-3	k__Bacteria|p__Gemmatimonadetes|c__Gemm-5	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	k__Bacteria|p__Nitrospirae|c__Nitrospira	k__Bacteria|p__Planctomycetes|c__Phycisphaerae	k__Bacteria|p__Planctomycetes|c__Planctomycetia	k__Bacteria|p__Proteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria|c__TA18	k__Bacteria|p__SR1|c__	k__Bacteria|p__Spirochaetes|c__Spirochaetes	k__Bacteria|p__Synergistetes|c__Synergistia	k__Bacteria|p__TM7|c__	k__Bacteria|p__TM7|c__TM7-1	k__Bacteria|p__TM7|c__TM7-3	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Verrucomicrobia|c__Opitutae	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	k__Bacteria|p__WPS-2|c__	k__Bacteria|p__WS3|c__PRR-12	k__Bacteria|p__[Thermi]|c__Deinococci
D160RZL2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0409793334575	0.0	0.0	0.0	0.0	0.000316514615528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958071122696	0.000633029231056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160RV31.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163556612891	9.29298936882e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154263623522	0.0	0.000148687829901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0889153222809	0.00525983198275	0.000223031744852	0.00195152776745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43439149506e-05	0.000910712958144	0.0	7.43439149506e-05	0.898892275667	0.0	0.0	0.0	0.0	0.0	0.0	0.000167273808639	0.0	0.0	0.0	0.0	0.0	0.000111515872426
D160S92T.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255605096887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45254950024e-05	0.0	0.0	0.0	0.0	0.0	4.22627475012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.743274940304	4.22627475012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000950911818777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160RPYN.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56790276061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0601565719e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.430696332921	8.2406262876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000329625051504	2.0601565719e-05	0.0	0.0	0.000659250103008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288421920066
J160S1PM.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199356642769	2.10247461262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126148476757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.702163446376	0.00895654184976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147173222883	0.0	0.0	0.0892290225596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160S8ML.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00762614588738	0.000157240121389	0.000220136169945	0.0	0.0	0.0	0.0	0.0	0.0	0.00756324983883	0.0	0.0800509457993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43440728336e-05	0.0	0.000125792097111	0.000896268691919	0.0	0.0	0.0	7.86200606947e-05	0.261333081749	0.00850669056717	0.000455996352029	0.0021384656509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000581788449141	0.00265735805148	0.0	0.000361652279196	0.627105052125	0.0	0.0	0.0	0.0	0.0	0.0	3.14480242779e-05	0.0	0.0	0.0	0.0	0.0	1.57240121389e-05
D160RX79.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031223481799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184947453165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131639069606	0.0458887269088	0.00294827998869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946539306773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160S3SR.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.309043220436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225795415669	0.0	0.00273691412932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0791652411906	0.0048352149618	2.28076177443e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148249515338	0.0	0.0	0.599019272437	0.0	0.0	0.0	0.0	0.0	0.0	0.000136845706466	0.0	0.0	0.0	0.0	0.0	0.00130003421143
H160RZ7Z.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0807531693563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54417874422e-05	0.00751887729491	0.0	0.0015165917271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202924245175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.374032104752	0.00924907349062	0.0	0.00040584849035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00355651440228	0.0	0.0	0.522679454454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SQS1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123715663661	0.0	0.0	0.0	0.0	0.000434352814307	0.0	0.0	0.000209687565527	0.0288170625768	0.0	0.00133301380942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.461222778061	0.0285175089117	0.000209687565527	0.000434352814307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000898660995117	0.0822424587365	0.000584129646826	0.0014977683252	0.269433544019	0.0	0.0	0.0	0.0	0.0	0.0	0.00014977683252	0.0	0.0	0.0	0.0	0.0	0.000299553665039
K160RYKN.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141913082437	0.000124452409399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000784050179211	0.000622262046993	0.00211569095978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156561131023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.437836021505	0.00491587017125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253882915173	0.000983174034249	0.00094583831143	0.000298685782557	0.390369872561	0.0	0.0	0.000311131023497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000584926324174
E160TRC7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.504218738166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05922896311e-05	0.00248428387488	0.0	0.00106036506855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181776868893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336378095887	0.00383246231917	0.0	0.00013633265167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000302961448156	0.00484738317049	0.0	0.0	0.146497008256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SG19.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.446556325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63711671005e-05	0.00065484668402	0.0	0.000278309840709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161665275117	0.00342157392401	0.0	0.000278309840709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222647872567	0.0	0.0	0.384640571026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000261938673608
D160SDJN.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357235838361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012597455314	0.00711056366614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234536623602	0.0047030499839	0.0	0.00578083227188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00180563526168	0.183320969164	0.0	0.0	0.205114566857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265946278852
B160RKKK.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.496821890637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685209394581	0.0	0.0	0.0	0.0	0.0	0.0	0.00151767870291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184104945228	0.00898586004298	0.000180318261732	0.000315556958031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000255450870787	0.0996709191723	0.0	0.0	0.200483854002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000811432177794
B160SMM7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108095506382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155421288831	0.0	0.0	0.0	0.0	0.00069939579974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156548093175	0.00102966603851	0.0	0.000971383055194	0.0	0.0	0.0	0.0	0.000194276611039	0.0	0.000796534105259	0.0	0.000116565966623	0.0471703611602	0.0	0.0	0.684222796418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160SHB7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102254140534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000758240448878	0.0	0.000151648089776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.945005903443	0.00124568073744	0.0	0.00150564889134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41600320627e-05	0.000119152070538	0.0	7.58240448878e-05	0.0407933361497	0.0	0.0	0.0	0.0	0.0	0.0	2.16640128251e-05	0.0	0.0	0.0	0.0	0.0	4.33280256502e-05
C160SH9B.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386659820101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77066364473e-05	0.00134570437	0.0	1.77066364473e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000761385367236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16467171896	0.00334655428855	0.0	0.000371839365394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000371839365394	0.385349529003	0.0	5.3119909342e-05	0.056997662724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54132728947e-05
K160T704.04	0.0	0.0	0.0	0.0	0.0	0.000390979047077	0.0	0.083083047504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010307629423	0.00749968899394	0.000319891947609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684764257406	0.0258579324317	0.0	0.00131511134017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000693099219819	7.10870994686e-05	0.0	0.000906360518225	0.193427997654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000639783895218
D160W1Y1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224587354559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147620336129	0.0	0.0138901416073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113345960735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286251165028	0.0404678151589	0.00252548029223	0.0150326207871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00962087730375	0.239439583897	0.0	0.0	0.341962057665	0.0	0.0	0.0	0.0	0.0	0.0	0.00225489311807	0.0	0.0	0.0	0.0	0.0	0.0
G160SLQQ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230770551473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000171691504704	0.00250669596868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.709721172996	0.00468717807843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00240368106586	0.0	0.0	0.0497390289128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160S94M.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1504211522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140872032791	0.0	0.00234223683618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.586212332778	0.0784198909959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114859691005	0.00328814017387	0.0	0.0	0.035313724607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198189270754
D160S47N.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172626387176	0.000300357267065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0328337917734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.818615827247	0.0742040532423	0.00169148566189	0.0231117012868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16165544279e-05	0.0266843719371	0.0	0.00254513263145	0.0027190236808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160S48K.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.223879630429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31741645799e-05	0.00876435540972	0.0	0.000388567481219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.158708229e-05	0.162118987998	0.0154995250842	0.00010793541145	0.00017269665832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000323806234349	0.232492876263	0.0	0.000604438304119	0.355560832398	0.0	0.0	0.0	0.0	0.0	0.0	2.158708229e-05	0.0	0.0	0.0	0.0	0.0	0.0
H160S5NT.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.229533107928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79895908521e-05	0.000683812635338	0.0	3.79895908521e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265927135965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.385480378376	0.000493864681077	0.0	0.000265927135965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072180222619	0.0	0.0	0.382479200699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160SCQV.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310061075108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277402209893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.553941908714	0.00314699986013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109562217353	0.0	9.32444403002e-05	0.128840505385	0.0	0.0	0.0	0.0	0.0	0.0	4.66222201501e-05	0.0	0.0	0.0	0.0	0.0	0.0
A160SCKJ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478392412981	5.81826644751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192002792768	0.0	0.000130910995069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000276367656257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.110125238185	0.00421824317445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36369983563e-05	0.360601608751	0.0	4.36369983563e-05	0.0441024596721	0.0	0.0	0.0	0.0	0.0	0.0	2.90913322376e-05	0.0	0.0	0.0	0.0	0.0	5.81826644751e-05
G160RRF7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000565051560955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82525780477e-05	0.000720440740218	0.0	0.000127136601215	0.0	0.0	0.0	8.47577341432e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.843042802656	0.000678061873146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06314451194e-05	0.000282525780477	0.0	0.0	0.154400339031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160TP14.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522952514136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04006809753e-05	0.00790417705357	0.0	0.0308110901684	0.0	0.0	0.0	0.000228005107314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323584848301	0.0183316106281	0.0	0.00471210555116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109442451511	0.0	0.0	0.0	0.0903508238585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160SDHH.04	0.0	0.0	0.0	0.0	0.0	9.03927565271e-05	0.0	0.00176265875228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00165720053633	0.0	1.50654594212e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113141600253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65590490682	0.000406767404372	0.0	0.000798469349323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29306838212	0.0	0.0	0.0347861458035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000195850972475
F160RZ8W.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000584914769562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000993426672113	0.0	0.000176402867011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85687228432e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.896414379619	0.000269246481227	0.0	0.000148549782746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85687228432e-05	0.0193671779255	0.0	0.0	0.0819623426301	0.0	0.0	0.0	0.0	0.0	0.0	1.85687228432e-05	0.0	0.0	0.0	0.0	0.0	2.78530842649e-05
K160SGWM.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0352455434504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000753431882224	0.0	0.000226029564667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001356177388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.924732154966	0.00171782469147	0.0	9.04118258668e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50686376445e-05	0.000256166839956	0.0	0.0	0.0367674758525	0.0	0.0	0.0	0.0	0.0	0.0	1.50686376445e-05	0.0	0.0	0.0	0.0	0.0	4.52059129334e-05
J160S9S8.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0770862910901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56013541975e-05	0.00474281167605	0.0	6.24054167902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.904192083873	0.00107649343963	0.0	0.00221539229605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293305458914	0.0	6.24054167902e-05	0.0075978594942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56013541975e-05
F160SDG2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299556971006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72984691062e-05	0.000472984691062	0.0	0.00012612925095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435145915777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979598593659	6.3064625475e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299556971006	0.0	0.0	0.0146467592666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45969382124e-05
B160SGBJ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.346983158285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00350658327292	0.0	1.68585734275e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59308461318	0.00112952441964	0.0	0.000354030041978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68585734275e-05	0.0151221403645	0.0	3.3717146855e-05	0.0397525161421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
